Record No.,Inventory No.,Archive Name,Archive Call Number,Archive Type,Date of Appraisal,Owner Last Name,Inv. City,Inv. Count,Inv. Country,Art Value,Inv. Value,Owner Life Dates,Marriage Date,Ceremony,Additional Names,Owner Full Name,Notary,Occupation,Purpose,Religion,Residence,Biographical Notes,Intro Text,
964,1065,,WK 5073/946,Orphan Chamber,1614/10/30,Gerrits,Amsterdam,17,Nederland,40 |d ,2255 |d  1 st. 4 pen,,,,,"Gerrits, Lysbeth",Gerrit Jacobsz. Haringh,,auction,,In de Nes in de Vergulde Sleutel in Amsterdam,,Op ten 30en october 1614 zyn ten versoecke van den heeren weesmeesteren vercoft de goederen achtergelaten by Lysbeth Gerrits.,
965,1066,,WK 5073/948,Orphan Chamber,1622/01/12,Wollenhoven,Amsterdam,14,Nederland,22   |d,455 |d  15 st. 12 pen.,?  |d  c. 1622,,,,"Wollenhoven, Hans van",Gerrit Jacobsz. Haringh,Services |a advocate,auction,,In de Laurierstraet in Amsterdam,"On 16 February 1616, Hans van Wollenho and Lijsbet Wouters had their son Joannes baptized in the N.K. in the presence of Wouter Mathijsz. (DTB 39/413). Trijntje Wouters, who bought many lots in the sale, may have been the sister of Lijsbet Wouters. On 2 March 1620, Hans Wollenho and Lijsbet Wouters had their daughter Margriet baptized in the N.K. (DTB 40/77). On 16 December 1622, Willem Knyff, as guardian of Hans (II), 6, Jelle, 4, Grietge, 3, and Lysbeth, 1, the children left by Hans van Vollenhove, soliciteur, presented the children to the Orphan Chamber. The mother was named Lysbeth Matheus (WK 5073/789). It is not clear whether Hans van Wollenhove remarried with Lysbeth Matheus or whether Matheus was an error for Wouters.",Op den 12 januarij anno 1622 zyn vercocht de naervolgende goederen achtergelaten by Hans van Wollenhoven.,
966,1067,,WK 5073/948,Orphan Chamber,1622/01/12,Everts,Amsterdam,11,Nederland,4 |d  17 st.,436 |d  15 st. 12 pen.,,,,,"Everts, Aeltge",Gerrit Jacobsz. Haringh,,auction,,Amsterdam,,Op den 11en january [1622] zyn vercocht de naergelaten goederen van Aeltge Everts.,
967,1069,,WK 5073/949,Orphan Chamber,1624/04/29,Cornelis,Amsterdam,7,Nederland,3 |d  8 st.,156 |d  2 st.,,,,,"Cornelis, Lysbeth",Gerrit Jacobsz. Haringh,,auction,,Int St. Joris Hoof in Amsterdam,,Den 29 april 1624 ... de goederen achtergelaten bij Lysbeth Cornelis,
968,1070,,WK 5073/949,Orphan Chamber,1624/04/27,Gerrits,Amsterdam,8,Nederland,10 |d  8 st.,507 |d  14 st.,,,,,"Gerrits, Engeltge",Gerrit Jacobsz. Haringh,,auction,,In de Barbarastraet in Amsterdam,,Op den 27 april 1624 zyn vercocht de naergelaten goederen van Engeltge Gerrits,
969,1071,,WK 5073/949,Orphan Chamber,1624/04/17,Steenwinckel,Amsterdam,2,Nederland,17 st.,948 |d  17 st. 12 pen.,1587 |d 1624,1610/01/26,K,and his wife Catalijn Caleth,"Steenwinckel, Andries",Gerrit Jacobsz.,"Craft |a Tailor, shoemaker, other clothing",auction,,In de Halssteegh op de hoeck van de dwarsstraet  in Amsterdam,"Andries Steenwinckel and Catalijn Caleth were betrothed on 26 January 1610 in de Kerck. Steenwinckel was a buyer at Orphan Chamber auction on 7 April 1614 when he bought an untitled painting for 12 f. For this and other information about Steenwinckel, see the NOTES to R 27482.",Den 17 april 1623 sijn vercoft de naergelatene goederen van Andries Steenwinckel ende Catlijn Caleth.,
970,1072,,WK 5073/949,Orphan Chamber,1624/04/17,[anonymous],Amsterdam,6,Nederland,13 |d  8 st.,504 |d  7 st.,,,,goods sold at request of Hans van de Put,[anonymous],Gerrit Jacobsz.,,auction,,van de Halssteech voors. ingebracht,"Hans van de Put may be identical with the merchant and kramer Hans van der Putte, born about 1591, who was the brother-in-law of Hans van Conincxloo II (see the NOTES to  R 21322 and R 21507 of Montias2). It was probably his daughter Catalijntge who married Willem van Gelder of R 20437.",Op den 17e april anno 1624 ten versoecke van Hans van de Put sijn vercocht dese naervolgende goederen,
971,1073,,WK 5073/949,Orphan Chamber,1623,Matthijs,Amsterdam,7,Nederland,3 |d  15 st.,807 |d  1 st.,,,,,"Mathijs, Lysbeth",Gerrit Jacobsz. Haringh,,auction,,Amsterdam,,"Op      1623, sijn vercocht de naergelaten goederen van Lysbeth Mathijs.",
972,1074,,WK 5073/949,Orphan Chamber,1623/07/31,Venne,Amsterdam,6,Nederland,13 |d  4 st.,341 |d  10 st.,1565 |d 1617/07/07  |n van de Venne; 1571 |d bef. 1623/07,1594/06/25,K,goods belonging to the widow of Pieter van de Venne,"Venne, Pieter van de I",Gerrit Jacobsz.,,auction,,Ten huyse van Gerrit Jacobsz. in Amsterdam,"This inventory seems very meager for the widow of Pieter van de Venne I, the putatitve  father of the wealthy Lucas van de Venne, but it may not be complete. On Pieter van de Venne I and his wife Clara van Harsbergen, see R 40721 of Montias2.  On Lucas van de Venne, see R 27635 of Montias2. For Lucas's death inventory, see INVNO 189.",Op de lasten julij anno 1623 zijn vercocht de nagelate goederen van de weduwe van Pieter van de Venne.,
973,1075,,WK 5073/949,Orphan Chamber,1623/01/26,Cornelisdr.,Amsterdam,14,Nederland,28 |d  3 st.,568 |d  8 st. 8 penn.,,,,,"Cornelisdr., Maritge and Jannetge (sisters)",Gerrit Jacobsz.,,auction,Roman Catholic,Ten huyse van Gerrit Jacobsz. in Amsterdam,,Op den 26 january 1623 zijn vercocht de naergelate goederen van Maritge ende Jannetge Cornelisdr. gesusters.,
974,1076,,WK 5073/962,Orphan Chamber,1638/03/10,[anonymous],Amsterdam,32,Nederland,39 |d  19 st.,305 |d  12 st.,,,,"goods sold at request of Annetgen Claes, the wife of the late Jan Willemsz. Swart",[anonymous],Daniel Jansz. van Beuningen,,auction,,Achter de Nikerck in Amsterdam,,Den 10 marty 1638  zijn ten versoeck van Annetgen Claes huijsvrouw van Jan Willemsz. Swart za. vercocht dese naervolgende goederen.,
975,1077,The art value in this inventory is likely to be incomplete.,WK 5073/962,Orphan Chamber,1638/02/03,Gerritsz.,Amsterdam,19,Nederland,47 |d  15 st.,1503 |d  4 st. 8 pen.,,,,and Trijntge Pieters,"Gerritsz., Heije",Daniel Jansz. van Beuningen,,auction,,Op de Haarlemmeren in Amsterdam,"In 1631, Heije Gerritsz., living in den Arm of the O.Z. Burchwal, paid a tax of 10 f. (Kohier, fol. 107vo, p. 26).",Den 3en febuary 1638 zijn de naergelaten goederen van Heije Gerritsz. ende Trijntge Pieters vercocht.,
976,1078,,WK 5073/962,Orphan Chamber,1637/04/18,Teunis,Amsterdam,16,Nederland,23   |d,444   |d 18 st.,,,,goods sold by Jacob Jansz. Roos and Jan Eijssen,"Teunis, Betge (widow of Eijs Jansz.)",Daniel Jansz. van Beuningen,,auction,,Op de Hoeck vande Katuijsens Kerck straet in Amsterdam,Jacob Jansz. Roos may have been the son Dr. Jan Roos of INVNO 655.,Den 18 april 1637 zijn de naergelaten goederen van Betge Teunis weduwe van Eijs Jansz. vercocht door Jacob Jansz. Roos ende Jan Eijssen.,
977,1079,,WK 5073/962,Orphan Chamber,1637/07/18,Meijndertsz.,Amsterdam,9,Nederland,4 |d  8 st.,300 |d  4 st.,?  |d c. 1637,,,,"Meijndertsz., Hendrick",Daniel Jansz.,,auction,,Ten huijse van Daniel Jansz. in Amsterdam,"Hendrick Meyndertsz. seems to have been a baker. On 25 August 1634, a deposition was made at the request of Hendrick Meyndertsz., knecht vant bakersgilde (NA 694B, film 4980, Not. J. Warnaerts). On 16 January 1635, Henrick Maynertsz., knecht vant bakersgilde made an appearance before the Orphan Chamber (WK 5073/789).",Den 18en july 1637 zijn de naergelaten goederen van Hendrick Meijndertsz. vercocht.,
978,1080,,WK 5073/962,Orphan Chamber,1637/04/17,Pieters,Amsterdam,12,Nederland,9 |d  2 st.,400 |d  18 st. 12 pen.,,,,goods sold at request of Gerrit Gerritsz. the uncle,"Pieters, Grietge",Daniel Jansz. van Beuningen,,auction,,Amsterdam,,Den 17en april 1637  zijn vercocht de goederen achtergelaten bij Grietge Pieters ten versoecke van Gerrit Gerritsz. d'oom.,
979,1081,,WK 5073/962,Orphan Chamber,1637/04/17,[anonymous],Amsterdam,9,Nederland,23 |d  7 st.,555 |d  11 st.,,,,goods sold at request of Philips Jansz.,[anonymous],Daniel Jansz. van Beuningen,,auction,,In de Nistraet in Amsterdam,,Den 17 april 1637 zijn ten versoecke van Philips Jansz. vercocht dese naevolgende goederen.,
980,1082,,WK 5073/962,Orphan Chamber,1636/02/07,Reijnsz.,Amsterdam,16,Nederland,13 |d  11 st.,849 |d  11 st.,,,,and Jannetgen Jans,"Reijnsz., Jan",Daniel Jansz. van Beuningen,,auction,,Op Marcken,,Den 7e february [1636] sijn de naergelate goederen van Jan Reijnsz. ende Jannetgen Jans vercocht.,
981,1083,,WK 5073/960,Orphan Chamber,1627/10/09,[anonymous],Amsterdam,5,Nederland,14 |d  4 st.,379 |d  4 st. 12 pen.,,,,goods sold at request of Tys Gerritsz. and the daughter left by Reyer Jansz.,[anonymous],,,auction,,Amsterdam,"The goods may have belonged to Reyer Jansz. who, in any case, should not confused with the cloth dealer of that name who was still alive in 1633 (14 December 1633, NA 409, Not. Nicolaes Jacobsz.)",uts. [9 october 1627] sijn ten versoecke van Tys Gerritsz. ende naergelate dochter van Reyer Jansz. vercocht de naervolgende goederen.,
982,1084,The inventory may be incomplete.,WK 5073/959,Orphan Chamber,1626/08/01,[anonymous],Amsterdam,9,Nederland,15 |d  15 st.,372 |d  12 st.,,,,"goods sold at request of Foppe Jansz. Jonck, the uncle and guardian (of the orphan child or children)",[anonymous],Jan Dircksz. van Beuningen,,auction,,Amsterdam,"The goods in this sale were sold at the request of Foppe Jansz. Jonck, the uncle and guardian of the children (and presumed heirs).",uts. [eerste augustj 1626] ten versoecke van Foppe Jansz. Jonck de oom ende voogt [sijn vercocht de volgende goederen].,
983,1085,,WK 5073/959,Orphan Chamber,1626/07/18,[anonymous],Amsterdam,3,Nederland,7 |d  11 st.,213 |d  12 st.,,,,goods sold at request of Barent Jansz. Porceleijn,[anonymous],Jan Dircksz. van Beuningen,"Retail merchant |a Faience, porcelain",auction,,Ten huyse van Jan Dircxsz. in Amsterdam,"Barend Jansz. Porceleijn, sometimes called porceleijnvercoper, was a dealer in faience wares as well perhaps as a reseller of second-hand goods, who was active as a buyer at Orphan Chamber auctions from 1614 to 1627. On 4 July 1615, a sworn roedrager declared at the request of Hans van der Hoeye, diamond polisher, that he had gone at the request of Thomas Jacobsz., son of Jacob Huygen, concierge in Amsterdam, to notify Van der Hoeye that he should fetch  the two paintings he had bought at the auction  sale of Barent Jansz. before noon, otherwise Thomas Jacobsz. would have to sell the paintings in the afternoon of the sale, to Van der Hoeye's charge and peril. Van der Hoeye had answered that if Thomas Jacobsz. had entrusted him with the paintings, he would have paid for them promptly and if he were to sell them again, he would have to do so at his own cost. Sales conducted by Thomas Jacobsz. Haring were normally executive sales of bankrupt estates. This seems to have been a voluntary sale. Hans van der Hoeye is not known to have bought art at any Orphan Chamber sale (Van Dillen, Bronnen tot de geschiedenis van het bedrijfsleven, R.P.G, 78(1933), p. 118). Sara van der Hoeye, cited below, may have been a sister of Hans van der Hoeye. On 2 October 1619, Jacob de Goyer, diamond cutter, presented his two children before the Orphan Chamber, whose late mother was Sara de Hoeye. The children's inheritance came to 1,500 f. (WK 5073/789). Jacob Huygen, the father of Thomas Jacobsz., concierge, cited above, may be identical with Jacob Huijgen, flagbearer (vaendrager), who paid a tax of 25 f. in 1631 (Kohier fol. 11vo, p.4).",18 july 1626 ten versoucke van Barent Jansz. Porceleijn,
984,1086,,WK 5073/959,Orphan Chamber,1626/07/01,[anonymous],Amsterdam,5,Nederland,2 |d  17 st.,160 |d  3 st.,,,,goods sold at request of Jacob Leendertsz.,[anonymous],Jan Dircksz. van Beuningen,,auction,,Amsterdam,,Op den eersten julij 1626 zijn ten versoecke van Jacob Leendertsz. vercoft de navolgende goederen.,
985,1087,Incomplete inventory,WK 5073/958,Orphan Chamber,1625/08/12,[anonymous],Amsterdam,7,Nederland,14 |d  5 st.,26 |d  15 st.,,,,goods sold in the Oude Manshuys,[anonymous],Jan Dircksz. van Beuningen,,auction,,Int Oude Manshuys in Amsterdam,,[no intro],
986,560,,WK 5073/948,Orphan Chamber,1621/08/24,Vinx (Vinck),Amsterdam,31,Nederland,262 |d  5 st.,262 |d  5 st.,? |d 1619/10/28,,,and his wife Victoria Vinx (Vincx),"Vinx (Vinck), Abraham",Gerrit Jacobsz. Haringh,Artist |a Painter,auction,,Op den Dam inde Hammetgen in Amsterdam,"The painter Abraham Vinck was born in Hamburg about 1580, the son of the merchant Willem Vinck. He spent the years 1600-1606 in Naples where he married Vittoria Obbekens (Briels, Vlaamse schilders, 1997, p. 399). His daughter Margarita was born in Naples. His son Abraham was baptized on 30 May 1610 in the O.K. The witness was Anna de Morimont, wife of Charles Coorne of R 27489 of Montias2. In 1619, sick in his body, he passed his testament naming his children Margriete, Catharina, and Abraham as his heirs (  Oud Holland, 3(1885), pp. 184-5). He was buried on 28 October 1619, Victoria Obbekens (or Obekin) on 8 July 1621 (Maandblad Amstelodamum 67(1980), p. 34).   On 28 March 1622, Coert Cooper was named guardian over his children by the Orphan Chamber (WK 5073/513, fol. 2). On 6 September 1645, the painter Thijs Pietersz. Croeck, 46, declared at the request of Mayke Vincks (Abraham Vinck's daughter) and of Pieter Vinck, married to Janneken van Mutzele, that he had lived five years with Abraham Vinck, apparently as his journeyman or his apprentice. Mayke (or Margriet) Vinck, born in Antwerp about 1601, married the goldsmith Sijmon Glauwe (of R 20011 of Montias2) in 1619, shortly before her father's death. One or more of the children of Abraham Vinck migrated to Sweden, where they died without heirs. As a result, Mayken Vinck and Pieter Vinck eventually  became his sole heirs (Maandblad Amstelodamum, op. cit.)",Op den 24en augustj anno 1621 zyn vercocht de naergevolgended schilderijen achtergelaten by Abraham Vinx ende Victoria Vinx zyne huijsvrouwe,
987,1088,"University of Leyden, Library",112 F 7 (Tysz. archive),,1634,Thysz.,Amsterdam,15,Nederland,1070 |d,,1594 |d 1634,1627/02/22,K,husband of Magdalena Pieter Beltens,"Thysz., Anthony",,Merchant (largescale),death inventory,Reformed/Calvinist,Probably on the Keizersgracht in Saxenburgh (no. 224)  in Amsterdam,"The merchant Anthonie Thysz., the son of Hans Thysz. de oude of INVNO 690, was born in 1594 (Gelderblom, Zuid-Nederlandse kooplieden, p. 272). He was the brother of Augustijn (born about 1586), Hans (born in 1592), and Franciscus (Francoijs) (born 1593), who all predeceased him (Gelderblom, loc. cit.) He was betrothed to Elisabeth de Bacher, daughter of Andreas de Bacher, on 23 June 1621. On 22 February 1627, after the death of his first wife, Anthonie Thysz., assisted by his uncle Anthonie Thyskens, professor of theology at the University of Leyden, 32 years old, was betrothed to Magdalena Beltens, from Amsterdam, 27, assisted by her father Pieter Belten (de oude) (DTB 432/66). On 9 June 1630, the couple had their daughter Levina baptized in the O.K. in the presence of Constantinus Lempruer (l'Empereur) and Juffr. Constantia Coymans (wife of Pieter Belten de jonge, the brother of Magdalena Pieter Beltens) (DTB 6/275). Constantin l'Empereur was the husband of Catherina Thijs, the sister of Anthonie. On 25 May 1631, Anthonie and Magdalena had their son Pieter baptized in the presence of Pieter Wachtendorp (Wachtendonck?)  and Janneken de Raet (DTB 6/306). On 9 May 1632, they had a son named Anthony baptized in the presence of Jacques Beltesz. and Abigael Thijssen (DTB 6/336). After the death of this first Anthonie, they again had a son of that name baptized in the N.K. on 29 May 1633, in the presence of Joanna Bevers (DTB 41/254). Anthony died before 8 September 1634, when he was said to be zaliger (Tysz. archive, 112 F 6). Magdalena remarried with Anthonie's cousin Christoffel Thysz.  (the son of Franchoijs Thysz., the brother of Hans Thysz. de oude) in the same year 1634. Christoffel Thysz. and his wife Magdalena Beltens sold their house on the Breestraet to Rembrandt on 5 January 1639 (Strauss, Rembrandt Documents, p. 158). For another inventory, partially overlapping with  the present inventory, but taken after Magdalena's remarriage with Christoffel Thijsz., see INVNO 1089. In a note on the assets and liabilities of the estate of the late Anthonie Thys, dated 8 September 1634, it was said that de resterende ongedeelde schilderijen ende boecken, which could be kept or  sold (te vercopen staen), were appraised at 1070 f. (Thys Archive, University of Leiden, 112 F 6).  Since many of the paintings in the present inventory were inherited by Magdalena Belten (INVNO 1089), they could not be undistributed, at least subsequently.",Volgen de schilderijen so Thysz. (probably Christoffel Thysz.) seght als by sijn memorie. Schilderijen van Antoni Thysz.,
